name,age,salary,monthly_expenses,savings,investments,debt,assets,financial_goal,risk_appetite
Simon Malhotra,46,1218000.0,84600.0,1181000.0,935000.0,1366000.0,466000.0,5161000.0,moderate
Utkarsh Yadav,32,820000.0,27600.0,564000.0,1207000.0,860000.0,3996000.0,3028000.0,aggressive
Zansi Sathe,52,748000.0,40500.0,990000.0,555000.0,360000.0,1697000.0,2357000.0,moderate
Hitesh Kanda,35,637000.0,31400.0,509000.0,208000.0,557000.0,1220000.0,2109000.0,moderate
Aadhya Dora,42,1537000.0,81900.0,105000.0,2082000.0,481000.0,2418000.0,6393000.0,aggressive
Viraj Tak,33,789000.0,54500.0,833000.0,350000.0,369000.0,1775000.0,2336000.0,moderate
Avi Bail,33,147000.0,6400.0,21000.0,38000.0,142000.0,574000.0,118000.0,moderate
Odika Narasimhan,27,601000.0,36300.0,449000.0,1731000.0,41000.0,1563000.0,7484000.0,moderate
Chasmum Das,58,3053000.0,146000.0,1003000.0,4359000.0,181000.0,9820000.0,14030000.0,conservative
David Ganesh,27,236000.0,13400.0,95000.0,568000.0,187000.0,68000.0,1996000.0,conservative
Ronith More,25,689000.0,30600.0,1013000.0,353000.0,640000.0,2934000.0,3005000.0,conservative
Fariq Saran,57,578000.0,22300.0,124000.0,800000.0,266000.0,1527000.0,2740000.0,moderate
Finn Bera,43,1437000.0,46900.0,1651000.0,388000.0,1163000.0,3764000.0,5190000.0,aggressive
Ekansh Rana,38,857000.0,28600.0,835000.0,1059000.0,929000.0,1081000.0,4140000.0,aggressive
Amol Patla,50,562000.0,38900.0,187000.0,1393000.0,67000.0,217000.0,4557000.0,conservative
Oscar Swamy,36,924000.0,57300.0,1299000.0,2475000.0,921000.0,1553000.0,6314000.0,aggressive
Hredhaan Batta,26,658000.0,25900.0,225000.0,1025000.0,459000.0,2693000.0,2271000.0,aggressive
Aadi Mallick,49,1414000.0,72400.0,1128000.0,1215000.0,717000.0,3868000.0,6112000.0,conservative
Vasatika Kala,28,626000.0,36900.0,749000.0,1377000.0,39000.0,825000.0,4825000.0,moderate
Kiaan Dua,43,896000.0,39300.0,1037000.0,1717000.0,413000.0,2657000.0,9686000.0,moderate
Nitara Divan,58,813000.0,38600.0,418000.0,1147000.0,775000.0,1428000.0,3117000.0,conservative
Arya Oza,57,1943000.0,114800.0,2462000.0,2771000.0,1264000.0,2173000.0,9603000.0,moderate
Bhavini Bail,35,1393000.0,53800.0,2013000.0,2061000.0,295000.0,5153000.0,6790000.0,conservative
Riya Choudhry,51,1953000.0,99800.0,1440000.0,1988000.0,544000.0,1633000.0,12140000.0,moderate
Siddharth Kumer,45,551000.0,20900.0,549000.0,858000.0,560000.0,1611000.0,5136000.0,moderate
Sarthak Bhasin,40,547000.0,16000.0,316000.0,94000.0,284000.0,2007000.0,1539000.0,moderate
Ekiya Singh,27,353000.0,20400.0,199000.0,604000.0,40000.0,109000.0,2985000.0,moderate
Hemangini Khatri,36,452000.0,26500.0,330000.0,673000.0,528000.0,1572000.0,3696000.0,moderate
Anvi Puri,46,1158000.0,81800.0,389000.0,1461000.0,352000.0,66000.0,7284000.0,conservative
Sarthak Dugar,59,1830000.0,67200.0,1921000.0,1779000.0,1749000.0,7428000.0,9234000.0,conservative
Watika Dhaliwal,22,182000.0,10900.0,53000.0,339000.0,3000.0,253000.0,1233000.0,moderate
Qadim Sanghvi,49,1634000.0,112200.0,94000.0,2377000.0,503000.0,1255000.0,3966000.0,moderate
Hardik Krish,54,1752000.0,98200.0,1204000.0,530000.0,709000.0,1142000.0,6356000.0,conservative
Rishi Varughese,58,1288000.0,89300.0,207000.0,1447000.0,1328000.0,2806000.0,3081000.0,moderate
Urvashi Mohanty,38,810000.0,57200.0,701000.0,186000.0,727000.0,1167000.0,2843000.0,aggressive
Zansi Pal,26,222000.0,13900.0,179000.0,253000.0,82000.0,520000.0,1001000.0,moderate
Ladli Vala,32,579000.0,41000.0,144000.0,926000.0,547000.0,2448000.0,3177000.0,moderate
Harinakshi Manne,54,1424000.0,78700.0,579000.0,1670000.0,1384000.0,747000.0,7833000.0,aggressive
Yochana Tara,55,1544000.0,77000.0,132000.0,1582000.0,949000.0,2011000.0,4751000.0,moderate
Ekta Tak,46,1302000.0,87800.0,1186000.0,1098000.0,794000.0,738000.0,8854000.0,moderate
Ronith Dara,26,479000.0,30600.0,227000.0,549000.0,293000.0,1526000.0,1764000.0,aggressive
Wazir Nazareth,26,401000.0,13500.0,435000.0,83000.0,81000.0,1249000.0,1503000.0,moderate
Sanaya Lad,40,1028000.0,42900.0,990000.0,3065000.0,1003000.0,4361000.0,14780000.0,conservative
Krish Sengupta,44,1519000.0,60800.0,899000.0,2531000.0,1303000.0,5541000.0,9874000.0,conservative
Vedant Mohanty,23,324000.0,21000.0,26000.0,618000.0,330000.0,1133000.0,1826000.0,moderate
Abhiram Raman,48,1352000.0,52600.0,695000.0,743000.0,1323000.0,1085000.0,3546000.0,moderate
Jagrati Gopal,42,937000.0,39200.0,488000.0,2596000.0,883000.0,3838000.0,10622000.0,conservative
Dakshesh Dar,22,239000.0,12100.0,127000.0,410000.0,224000.0,9000.0,1288000.0,moderate
Damyanti Kurian,25,486000.0,15700.0,696000.0,604000.0,551000.0,1737000.0,2756000.0,moderate
Joshua Dugar,39,737000.0,51000.0,213000.0,1577000.0,535000.0,3002000.0,3261000.0,aggressive
Omisha Sibal,49,1425000.0,70700.0,629000.0,1301000.0,1416000.0,1614000.0,4957000.0,moderate
Hemangini Dugar,53,1399000.0,51900.0,1759000.0,3923000.0,1345000.0,2181000.0,12585000.0,moderate
Arya Menon,38,773000.0,31300.0,1076000.0,393000.0,251000.0,936000.0,5838000.0,moderate
Vanya Bose,33,611000.0,38100.0,445000.0,1527000.0,415000.0,2504000.0,5971000.0,conservative
Veer Madan,58,1306000.0,72600.0,1088000.0,3787000.0,1144000.0,2748000.0,19409000.0,moderate
Jason Saran,39,503000.0,24400.0,64000.0,742000.0,62000.0,914000.0,2610000.0,conservative
Baljiwan Sehgal,33,783000.0,33700.0,957000.0,2059000.0,499000.0,1966000.0,10915000.0,conservative
Vaishnavi Randhawa,38,933000.0,62200.0,851000.0,200000.0,3000.0,3408000.0,1871000.0,moderate
Aayush Mammen,22,404000.0,24800.0,301000.0,752000.0,116000.0,1334000.0,3400000.0,aggressive
Aachal Mody,33,569000.0,33600.0,278000.0,608000.0,332000.0,2014000.0,1591000.0,moderate
Nitara Sem,41,1873000.0,89400.0,1299000.0,2047000.0,690000.0,8873000.0,6244000.0,moderate
Shaurya Brar,56,1305000.0,91400.0,1457000.0,1763000.0,1208000.0,1665000.0,5453000.0,moderate
Wahab Sen,50,942000.0,55300.0,157000.0,1686000.0,721000.0,974000.0,5638000.0,moderate
Falguni Dass,51,929000.0,43500.0,729000.0,1717000.0,298000.0,3019000.0,7647000.0,moderate
Anusha Rout,42,545000.0,37700.0,55000.0,455000.0,11000.0,398000.0,1135000.0,aggressive
Lopa Raval,26,752000.0,50000.0,880000.0,866000.0,230000.0,2419000.0,6527000.0,moderate
Krishna Lanka,36,1277000.0,76600.0,455000.0,956000.0,795000.0,6104000.0,5374000.0,aggressive
Robert Mital,59,1968000.0,120300.0,2676000.0,3735000.0,1800000.0,4511000.0,22516000.0,moderate
Vedika Chhabra,23,245000.0,11500.0,181000.0,75000.0,177000.0,263000.0,785000.0,conservative
Triveni Ben,55,2743000.0,138000.0,1956000.0,3486000.0,184000.0,13645000.0,16295000.0,conservative
Janani Batta,48,1070000.0,39700.0,613000.0,3141000.0,599000.0,2049000.0,9319000.0,moderate
Hitesh Mand,32,592000.0,32000.0,473000.0,1756000.0,682000.0,337000.0,5887000.0,moderate
Vyanjana Purohit,51,2175000.0,97000.0,1175000.0,3380000.0,2360000.0,4525000.0,8440000.0,moderate
Lekha Bala,53,1744000.0,76100.0,997000.0,1295000.0,1554000.0,764000.0,8914000.0,aggressive
Advay Nayak,23,724000.0,49700.0,242000.0,1267000.0,247000.0,301000.0,4487000.0,conservative
Yochana Dutta,26,480000.0,17300.0,264000.0,703000.0,13000.0,114000.0,2369000.0,moderate
Luke Baria,47,1023000.0,65200.0,1255000.0,130000.0,560000.0,2323000.0,2776000.0,moderate
Yamini Zachariah,59,1288000.0,52700.0,523000.0,3822000.0,579000.0,2956000.0,10936000.0,moderate
Meera Dutt,22,157000.0,4800.0,195000.0,154000.0,127000.0,576000.0,670000.0,moderate
Yug Srinivasan,47,1066000.0,32900.0,1385000.0,1277000.0,90000.0,2900000.0,9304000.0,moderate
Anjali Chawla,27,709000.0,33400.0,720000.0,1092000.0,786000.0,3049000.0,5989000.0,aggressive
Yoshita Venkataraman,46,1406000.0,67600.0,133000.0,3713000.0,1242000.0,6136000.0,12946000.0,moderate
Peter Deol,45,1113000.0,47300.0,961000.0,2668000.0,1297000.0,951000.0,11654000.0,moderate
Amruta Joshi,25,286000.0,16300.0,360000.0,176000.0,297000.0,59000.0,2002000.0,aggressive
Faras Gandhi,47,1272000.0,62800.0,738000.0,2734000.0,657000.0,4492000.0,6790000.0,moderate
Zinal Sridhar,56,2124000.0,68500.0,977000.0,5573000.0,1689000.0,106000.0,18417000.0,conservative
Kashvi Dar,54,1651000.0,72100.0,852000.0,3538000.0,1675000.0,3251000.0,13356000.0,moderate
Ekiya Mand,23,355000.0,11900.0,236000.0,148000.0,87000.0,96000.0,1518000.0,conservative
Meghana Dua,31,465000.0,14800.0,71000.0,752000.0,5000.0,1067000.0,1981000.0,conservative
Laban Taneja,31,833000.0,31500.0,329000.0,2096000.0,307000.0,1873000.0,5315000.0,aggressive
Brijesh Kuruvilla,39,299000.0,17400.0,295000.0,175000.0,157000.0,1264000.0,774000.0,conservative
Tejas Banerjee,27,543000.0,31600.0,399000.0,877000.0,407000.0,1753000.0,5009000.0,aggressive
Onveer Sandhu,54,3491000.0,227100.0,1427000.0,7012000.0,1104000.0,7026000.0,18006000.0,moderate
Hemal Muni,51,776000.0,47100.0,1086000.0,1479000.0,412000.0,1976000.0,4561000.0,moderate
Vasudha Oak,52,1241000.0,63900.0,594000.0,397000.0,966000.0,3407000.0,3708000.0,moderate
Dipta Randhawa,29,543000.0,22900.0,129000.0,452000.0,537000.0,614000.0,2224000.0,moderate
Anika Bumb,22,255000.0,7500.0,86000.0,422000.0,69000.0,989000.0,1449000.0,aggressive
Dominic Loke,56,2142000.0,120200.0,1028000.0,1342000.0,2056000.0,5004000.0,5163000.0,moderate
Urvashi Char,32,767000.0,31600.0,620000.0,768000.0,864000.0,2446000.0,3797000.0,moderate
Oni Basak,46,1202000.0,47600.0,176000.0,1497000.0,591000.0,191000.0,2975000.0,aggressive
Gunbir Chaudhari,56,1970000.0,137500.0,2541000.0,81000.0,1305000.0,1092000.0,4806000.0,moderate
Falan Aggarwal,23,337000.0,12300.0,446000.0,516000.0,4000.0,993000.0,2596000.0,conservative
Gautami Raman,22,913000.0,27900.0,467000.0,2725000.0,778000.0,3397000.0,11523000.0,aggressive
Lekha Jhaveri,22,316000.0,21700.0,371000.0,387000.0,331000.0,507000.0,1411000.0,moderate
Mohammed Parekh,27,509000.0,21300.0,468000.0,419000.0,12000.0,2407000.0,2758000.0,conservative
Jhalak Dhillon,23,184000.0,8400.0,235000.0,140000.0,186000.0,781000.0,875000.0,moderate
Panini Agate,53,1145000.0,37300.0,517000.0,1770000.0,205000.0,3003000.0,3750000.0,aggressive
Eiravati Tata,45,1651000.0,76000.0,1543000.0,2259000.0,1668000.0,5282000.0,8098000.0,aggressive
Bhavini Brar,59,999000.0,69600.0,155000.0,2583000.0,650000.0,2963000.0,4580000.0,conservative
Gunbir Loyal,52,634000.0,36800.0,40000.0,1216000.0,282000.0,969000.0,2474000.0,moderate
Hemani Bakshi,58,1578000.0,77200.0,2080000.0,1887000.0,1782000.0,494000.0,8977000.0,conservative
Farhan Venkataraman,31,994000.0,41700.0,474000.0,1150000.0,730000.0,3999000.0,3141000.0,moderate
Caleb Babu,32,660000.0,29300.0,459000.0,1083000.0,31000.0,1520000.0,3870000.0,conservative
Vanya Kapur,54,1262000.0,68900.0,487000.0,959000.0,1160000.0,5312000.0,2180000.0,conservative
David Jaggi,31,321000.0,12800.0,424000.0,407000.0,70000.0,601000.0,1307000.0,aggressive
Quincy Sathe,24,433000.0,15400.0,263000.0,370000.0,480000.0,31000.0,2161000.0,moderate
Osha Garde,47,1481000.0,86200.0,459000.0,2290000.0,296000.0,940000.0,9463000.0,moderate
Yasti Chakraborty,52,724000.0,47300.0,674000.0,1187000.0,424000.0,569000.0,4575000.0,moderate
Warinder Hans,58,2320000.0,154800.0,807000.0,5894000.0,1455000.0,8479000.0,26517000.0,conservative
Atharv Barad,57,1994000.0,128100.0,853000.0,1503000.0,1349000.0,320000.0,5143000.0,moderate
Frado Dhillon,26,654000.0,33500.0,671000.0,1775000.0,419000.0,2679000.0,8240000.0,moderate
Tara Doctor,51,1613000.0,100100.0,2324000.0,2590000.0,850000.0,5570000.0,12813000.0,conservative
Ansh Nagarajan,54,1785000.0,121000.0,2043000.0,3892000.0,1527000.0,2886000.0,13975000.0,conservative
Faraj Setty,48,1452000.0,43800.0,334000.0,2664000.0,271000.0,3789000.0,6658000.0,moderate
Bhavya Singh,53,1877000.0,87000.0,945000.0,4668000.0,1773000.0,8748000.0,11645000.0,aggressive
Leela Ahluwalia,53,733000.0,27600.0,883000.0,1458000.0,33000.0,256000.0,7390000.0,moderate
Yash Sant,38,509000.0,36000.0,229000.0,17000.0,514000.0,925000.0,387000.0,moderate
Xavier Chacko,23,259000.0,17600.0,291000.0,303000.0,233000.0,506000.0,2234000.0,conservative
Ekaraj Sidhu,39,855000.0,53500.0,628000.0,2407000.0,816000.0,4118000.0,6483000.0,moderate
Garima Mandal,29,624000.0,25900.0,831000.0,845000.0,222000.0,3043000.0,4530000.0,moderate
Isha Kala,26,493000.0,33900.0,281000.0,1225000.0,503000.0,2074000.0,3730000.0,moderate
Yasti Krishnan,26,651000.0,19800.0,915000.0,1697000.0,540000.0,1243000.0,10114000.0,moderate
Jeet Karpe,48,1809000.0,66900.0,1159000.0,1805000.0,2103000.0,8045000.0,5694000.0,conservative
Nihal Uppal,41,711000.0,39000.0,784000.0,1830000.0,17000.0,1721000.0,6308000.0,aggressive
Andrew Shanker,42,1087000.0,67600.0,362000.0,1231000.0,1031000.0,3500000.0,5025000.0,moderate
Hema Nagarajan,50,951000.0,62800.0,779000.0,72000.0,711000.0,4412000.0,1878000.0,conservative
Praneel Sandhu,42,936000.0,39000.0,468000.0,1950000.0,1111000.0,1161000.0,6919000.0,moderate
Mason Mukherjee,45,1237000.0,56200.0,85000.0,3044000.0,658000.0,5324000.0,4904000.0,moderate
Anusha Narang,25,123000.0,5900.0,84000.0,167000.0,41000.0,246000.0,943000.0,conservative
Yashasvi Lall,54,3302000.0,100000.0,991000.0,1718000.0,3486000.0,14384000.0,9742000.0,moderate
Shaurya Saxena,39,1091000.0,71100.0,1571000.0,2014000.0,426000.0,2992000.0,6491000.0,moderate
Hemang Dey,27,386000.0,16700.0,472000.0,855000.0,326000.0,477000.0,4409000.0,moderate
Nimrat Chhabra,52,2650000.0,99300.0,2974000.0,5206000.0,1055000.0,10143000.0,13521000.0,aggressive
Jason Tripathi,49,1102000.0,50900.0,779000.0,1176000.0,1251000.0,634000.0,7442000.0,moderate
Gayathri Ganguly,24,388000.0,22800.0,165000.0,429000.0,245000.0,278000.0,1069000.0,aggressive
Balhaar Babu,29,460000.0,30100.0,239000.0,758000.0,177000.0,341000.0,2390000.0,moderate
Suhani Agarwal,22,535000.0,20400.0,185000.0,310000.0,528000.0,2248000.0,1804000.0,aggressive
Laban Panchal,32,627000.0,22800.0,533000.0,1592000.0,47000.0,2731000.0,4287000.0,conservative
Baljiwan Subramanian,25,427000.0,29200.0,524000.0,131000.0,48000.0,1223000.0,2502000.0,conservative
Nirja Ravel,48,1844000.0,96100.0,593000.0,2692000.0,1851000.0,2576000.0,10406000.0,moderate
Barkha Kakar,41,1184000.0,52600.0,67000.0,3053000.0,460000.0,2334000.0,8383000.0,moderate
Bhavya Shere,59,1565000.0,58600.0,363000.0,2486000.0,332000.0,1437000.0,5146000.0,conservative
Harita Deol,50,1888000.0,133400.0,1356000.0,4310000.0,1330000.0,36000.0,17802000.0,moderate
Caleb Patla,45,2687000.0,158900.0,207000.0,1931000.0,821000.0,11281000.0,6354000.0,conservative
Gaurav Pal,41,1078000.0,41200.0,684000.0,1441000.0,1277000.0,1049000.0,5431000.0,conservative
Waida Halder,24,385000.0,12700.0,81000.0,824000.0,379000.0,152000.0,2270000.0,moderate
Harinakshi Goda,24,393000.0,14700.0,81000.0,1047000.0,419000.0,259000.0,3353000.0,aggressive
Chatura Sani,45,1748000.0,69000.0,1894000.0,3372000.0,1749000.0,8094000.0,13313000.0,conservative
Daksh Rana,22,243000.0,8200.0,364000.0,177000.0,258000.0,441000.0,1736000.0,moderate
Bhanumati Varkey,23,304000.0,11800.0,101000.0,133000.0,123000.0,985000.0,606000.0,moderate
Urvashi Pau,30,339000.0,11500.0,130000.0,856000.0,274000.0,53000.0,3894000.0,conservative
Abeer Natt,55,961000.0,43200.0,461000.0,1597000.0,1046000.0,2542000.0,5938000.0,conservative
Kashish Char,39,747000.0,36900.0,888000.0,412000.0,615000.0,2789000.0,2408000.0,conservative
Arunima Natarajan,48,1187000.0,57100.0,930000.0,1729000.0,1420000.0,389000.0,10424000.0,aggressive
Girindra Rao,37,1532000.0,97600.0,1344000.0,581000.0,1591000.0,2290000.0,7631000.0,conservative
Kalpit Venkatesh,28,615000.0,24400.0,518000.0,194000.0,52000.0,990000.0,2835000.0,moderate
Vaishnavi Kaur,36,574000.0,38000.0,809000.0,1584000.0,346000.0,2547000.0,5418000.0,conservative
Bishakha Date,25,314000.0,21000.0,32000.0,513000.0,104000.0,1044000.0,1285000.0,aggressive
Anya Kant,51,2128000.0,147200.0,594000.0,1589000.0,2235000.0,9207000.0,3308000.0,moderate
Yoshita Dhaliwal,28,757000.0,27800.0,457000.0,2001000.0,851000.0,1421000.0,9142000.0,aggressive
Zaid Peri,36,798000.0,31400.0,605000.0,2391000.0,543000.0,2359000.0,9810000.0,aggressive
Charan Sharma,59,1366000.0,75300.0,294000.0,3623000.0,95000.0,3536000.0,8633000.0,aggressive
Wriddhish Sahni,44,1586000.0,55600.0,2133000.0,3557000.0,660000.0,2190000.0,11190000.0,conservative
Zayan Kala,39,632000.0,20700.0,653000.0,1824000.0,143000.0,1335000.0,9227000.0,moderate
Falak Varma,42,1147000.0,37000.0,1608000.0,679000.0,728000.0,1405000.0,5459000.0,moderate
Radhika Malhotra,51,2913000.0,158500.0,4119000.0,7670000.0,3443000.0,236000.0,34276000.0,conservative
Varenya Garg,31,661000.0,41400.0,524000.0,711000.0,272000.0,3200000.0,2340000.0,conservative
Vedant Talwar,46,869000.0,34700.0,1118000.0,84000.0,765000.0,4163000.0,2332000.0,moderate
Yashasvi Narain,55,1680000.0,114300.0,1879000.0,163000.0,1675000.0,6923000.0,5042000.0,aggressive
Tanay Reddy,43,878000.0,54600.0,503000.0,495000.0,875000.0,766000.0,2122000.0,aggressive
Kalpit Pai,38,528000.0,17100.0,530000.0,1235000.0,95000.0,53000.0,3630000.0,aggressive
Orinder Gola,27,607000.0,28000.0,869000.0,1633000.0,173000.0,595000.0,6302000.0,conservative
Dalbir Kala,31,909000.0,29100.0,1052000.0,349000.0,244000.0,3961000.0,2835000.0,moderate
Advika Dora,57,1368000.0,92100.0,1476000.0,3469000.0,488000.0,1048000.0,19090000.0,conservative
Diya Sem,42,876000.0,52700.0,326000.0,1985000.0,49000.0,1023000.0,6840000.0,aggressive
Advika Dube,33,489000.0,28300.0,614000.0,77000.0,317000.0,1690000.0,1112000.0,moderate
Yashasvi Goel,37,783000.0,45100.0,482000.0,1718000.0,696000.0,1869000.0,4511000.0,moderate
Dayamai Bhatt,43,850000.0,34900.0,812000.0,98000.0,266000.0,2780000.0,2386000.0,aggressive
Leela Saraf,42,702000.0,47800.0,725000.0,553000.0,539000.0,1976000.0,3292000.0,moderate
Lavanya Raman,48,2346000.0,158600.0,1870000.0,3737000.0,1536000.0,6715000.0,18045000.0,moderate
Jagat Virk,31,724000.0,43400.0,210000.0,1975000.0,86000.0,3159000.0,7498000.0,moderate
Chandani Kaul,46,1393000.0,67800.0,1478000.0,440000.0,401000.0,1517000.0,5612000.0,conservative
Anusha Walla,38,1172000.0,36500.0,479000.0,1225000.0,340000.0,816000.0,4074000.0,moderate
Theodore Mukherjee,57,1997000.0,60600.0,868000.0,3456000.0,1171000.0,4043000.0,8514000.0,aggressive
Zaid Krishnan,28,441000.0,15400.0,103000.0,979000.0,332000.0,1179000.0,1723000.0,aggressive
Orinder Kapur,27,523000.0,28200.0,496000.0,1436000.0,189000.0,1282000.0,3189000.0,aggressive
Dev Sabharwal,39,815000.0,50900.0,179000.0,1146000.0,124000.0,2200000.0,3347000.0,conservative
Luke Nigam,41,1125000.0,77300.0,619000.0,2838000.0,363000.0,2735000.0,5197000.0,conservative
Ishwar Misra,48,1364000.0,49700.0,1827000.0,2525000.0,66000.0,3532000.0,10211000.0,conservative
Isaiah Shanker,37,722000.0,29300.0,510000.0,442000.0,649000.0,3364000.0,1446000.0,moderate
Victor Dugal,56,936000.0,29400.0,1261000.0,1627000.0,785000.0,233000.0,10549000.0,moderate
Lipika Dugal,40,979000.0,68900.0,748000.0,922000.0,788000.0,4609000.0,3387000.0,moderate
Guneet Dhar,26,410000.0,25300.0,127000.0,865000.0,304000.0,1204000.0,3134000.0,conservative
Mahika Grewal,26,227000.0,11200.0,261000.0,194000.0,81000.0,54000.0,1697000.0,moderate
Ria Bumb,58,1863000.0,99000.0,1048000.0,1469000.0,258000.0,498000.0,9373000.0,conservative
Bakhshi Sekhon,27,666000.0,35000.0,967000.0,1889000.0,479000.0,1903000.0,10158000.0,conservative
Rehaan Lad,58,3780000.0,150300.0,1626000.0,10305000.0,3323000.0,13024000.0,36788000.0,moderate
Devika Balakrishnan,32,567000.0,20900.0,704000.0,768000.0,552000.0,1475000.0,3026000.0,aggressive
Qadim Yohannan,25,335000.0,13900.0,257000.0,769000.0,292000.0,752000.0,2628000.0,moderate
Isaac Kapadia,33,465000.0,18400.0,591000.0,1370000.0,368000.0,644000.0,4947000.0,conservative
Maanas Vala,45,1189000.0,62300.0,375000.0,316000.0,1176000.0,3606000.0,2056000.0,moderate
Baghyawati Maharaj,38,923000.0,38800.0,894000.0,1678000.0,844000.0,4142000.0,6357000.0,aggressive
Pooja Gour,51,990000.0,58900.0,212000.0,753000.0,1123000.0,2091000.0,1672000.0,moderate
Odika Krishnan,45,1039000.0,54900.0,1265000.0,2494000.0,8000.0,3614000.0,6046000.0,aggressive
Zarna Bhatti,37,413000.0,21200.0,162000.0,126000.0,73000.0,36000.0,725000.0,moderate
Darsh More,46,1577000.0,108500.0,1057000.0,3732000.0,1097000.0,3548000.0,17608000.0,moderate
Damini Suresh,58,1191000.0,50700.0,1192000.0,717000.0,573000.0,4536000.0,6229000.0,moderate
Saksham Mohan,37,815000.0,45300.0,606000.0,1115000.0,333000.0,3431000.0,3897000.0,aggressive
Sachi Bava,27,288000.0,8400.0,340000.0,703000.0,258000.0,773000.0,4002000.0,aggressive
Ira Pradhan,37,673000.0,40300.0,705000.0,136000.0,433000.0,1906000.0,2641000.0,moderate
Upadhriti Karan,53,1256000.0,62900.0,300000.0,3497000.0,794000.0,869000.0,13659000.0,aggressive
Ekani Kurian,30,578000.0,21900.0,677000.0,377000.0,35000.0,854000.0,3753000.0,moderate
Vasana Pillay,58,1845000.0,53900.0,1225000.0,2772000.0,1021000.0,6157000.0,12212000.0,moderate
Jason Mangal,44,1771000.0,103800.0,1624000.0,3903000.0,1292000.0,6791000.0,21274000.0,aggressive
Harrison Borra,44,1383000.0,78500.0,503000.0,512000.0,465000.0,566000.0,2664000.0,conservative
Watika Comar,34,1008000.0,57300.0,669000.0,1841000.0,289000.0,4843000.0,8694000.0,conservative
Siya Kakar,56,2472000.0,117200.0,3053000.0,3823000.0,1633000.0,11786000.0,13816000.0,conservative
Gautam Kapadia,23,409000.0,22800.0,570000.0,719000.0,448000.0,384000.0,4970000.0,moderate
Aayush Deol,33,676000.0,35800.0,954000.0,1344000.0,94000.0,153000.0,7642000.0,aggressive
Unnati Ram,37,1174000.0,45900.0,1250000.0,1481000.0,435000.0,2002000.0,5949000.0,conservative
Xiti Bail,40,1354000.0,68800.0,223000.0,1214000.0,94000.0,6490000.0,4265000.0,moderate
Chaaya Dave,40,1167000.0,59100.0,807000.0,644000.0,456000.0,2585000.0,2257000.0,moderate
Maya Setty,27,285000.0,18100.0,94000.0,803000.0,238000.0,447000.0,2526000.0,moderate
Samuel Patel,30,432000.0,20400.0,459000.0,520000.0,165000.0,1933000.0,3332000.0,conservative
Reyansh Comar,25,368000.0,17400.0,105000.0,312000.0,176000.0,247000.0,1006000.0,conservative
Ekavir Chandran,43,1360000.0,95400.0,1996000.0,214000.0,1527000.0,6399000.0,7401000.0,conservative
Adweta Mandal,35,749000.0,49800.0,249000.0,1688000.0,312000.0,3030000.0,6440000.0,conservative
Barkha Trivedi,43,1541000.0,60500.0,195000.0,2440000.0,998000.0,2955000.0,10108000.0,conservative
Frado Barman,44,1696000.0,113800.0,2159000.0,972000.0,1900000.0,6677000.0,12214000.0,moderate
Shravya Gandhi,48,1841000.0,64300.0,632000.0,4934000.0,1123000.0,6960000.0,11247000.0,moderate
Logan Goda,42,1525000.0,98700.0,129000.0,4272000.0,311000.0,4421000.0,10164000.0,moderate
Aahana Karan,46,793000.0,29200.0,670000.0,2095000.0,136000.0,3098000.0,5702000.0,moderate
Aarush Garde,44,1267000.0,59400.0,1844000.0,2132000.0,1367000.0,3168000.0,9833000.0,conservative
Avi Bobal,46,922000.0,64700.0,404000.0,1032000.0,980000.0,3884000.0,2296000.0,moderate
Onveer Chakrabarti,45,620000.0,20600.0,398000.0,301000.0,187000.0,2459000.0,1889000.0,conservative
Gayathri Thaker,34,651000.0,41800.0,256000.0,737000.0,487000.0,2950000.0,3689000.0,moderate
Vedika Khurana,31,978000.0,48700.0,840000.0,1796000.0,195000.0,3900000.0,8736000.0,aggressive
Vasana Kurian,51,1545000.0,52200.0,800000.0,1050000.0,429000.0,7114000.0,5389000.0,moderate
Logan Khalsa,35,1530000.0,105300.0,1388000.0,2130000.0,1690000.0,1363000.0,7474000.0,moderate
Osha Roy,42,1064000.0,55400.0,791000.0,1829000.0,513000.0,1475000.0,5547000.0,moderate
Jacob Mall,29,1284000.0,84600.0,1794000.0,2817000.0,321000.0,2905000.0,7867000.0,moderate
Chakrika Khalsa,38,915000.0,59800.0,935000.0,251000.0,575000.0,1111000.0,2024000.0,aggressive
Riya Saha,42,1008000.0,30000.0,1048000.0,2622000.0,1029000.0,4519000.0,12517000.0,moderate
Robert Bora,45,706000.0,28400.0,533000.0,966000.0,706000.0,635000.0,5778000.0,conservative
Varsha Gala,42,1475000.0,63700.0,722000.0,2575000.0,1172000.0,3384000.0,11924000.0,moderate
Ekta Contractor,35,633000.0,32600.0,320000.0,1786000.0,618000.0,1651000.0,8093000.0,conservative
Nisha Gulati,58,1244000.0,40000.0,971000.0,627000.0,1164000.0,5430000.0,2729000.0,moderate
Turvi Narayan,41,1511000.0,68600.0,496000.0,4009000.0,1747000.0,1958000.0,10764000.0,moderate
Zayan Amble,52,2025000.0,127800.0,490000.0,4887000.0,1594000.0,9817000.0,11259000.0,moderate
Vivaan Mistry,49,1850000.0,67300.0,1091000.0,5517000.0,1327000.0,2701000.0,11524000.0,aggressive
Umang Ravi,43,912000.0,53200.0,218000.0,1075000.0,991000.0,743000.0,2703000.0,conservative
